"id","text","score","imdbid"
"12793","A surprisingly effective little horror nightmare.","75","963794"
"12794","With everything this film has going for it - humor, intelligence and a splendid ensemble - Richard Linklater's nightmare drug movie, A Scanner Darkly, should be continually compelling. But it loses its fizz after a strong series of pops.","75","405296"
"12795","One thing Mississippi Grind has in spades is soul, and that's a better bet than narrative mechanics any day.","75","2349144"
"12796","An honest and breezily melancholic film, thoroughly clear-sighted in its intentions and ideas and bravely committed to the emotional rigors of its central relationship.","75","1405365"
"12797","Writer-director Jaco Van Dormael (“Toto the Hero”) spins flashbacks and time-lapse photography, stunning montages, whirling, circling cameras and stunning underwater, deep space and Martian landscape photography into a film that is as intentionally opaque as it is overlong.","75","485947"
"12798","Never becomes the thoroughly satisfying psychological drama that it promises to be. There's also a problem with the central metaphor of ice -- a literary device that turns repetitive and obvious.","75","119349"
"12799","It’s a movie that both understands the basic desire to strike it rich and our deep understanding that one person’s wealth often comes at the expense of another person’s well-being. This isn’t a perfect movie, but it’s admirable for its ability to keep more than one thought in its head at a time.","75","1800302"
"12800","Colorful Cajun noir, spicy, romantic, efficient.","75","92654"
"12801","No matter what you think of dumb comedies, The Interview, thanks allegedly to Kim, has gone from disposable to indispensible cinema. It’s a must-see movie in the context of what has happened, and will spark a discussion of, in comedy, how far is too far?","75","2788710"
"12802","A smashing success on its own terms, though as a transcendent love story it lacks the firm foundation in human reality that characterizes Lars Von Trier's superior ""Breaking the Waves.""","75","116209"
"12803","Alan Parker has directed the film as if he were a sniper: you never know when you're going to get hit next, but from the first moments you know you're being aimed at. The opening, with Hayes taping hash to his chest only to be apprehended at the airport, must have looked like standard stuff in Oliver Stone's script, but on screen it's unadulterated adrenalin, filmed with fast cuts timed in counterpoint to the sound of Hayes' pounding heart. [25 Oct 1978]","75","77928"
"12804","It's rooting against grandma that drives this violent, hardhearted film, and waiting for the pride of lions she's created to devour her that gives Animal Kingdom its animal energy.","75","1313092"
"12805","An engagingly knuckleheaded comic vehicle for former Saturday Night Live trouper Will Ferrell.","75","357413"
"12806","Corbet’s work is a big, sloppy wet kiss to all manner of rise-and-fall clichés. Yet it mostly works, with Corbet as eager to display his influences...as he is to prove he can handle his own gonzo-spectacle set-pieces.","75","5960374"
"12807","This is a tour-de-force performance, delivered by an actor at the top of his game, and it's a shame that K-Pax, instead of engaging our imaginations as it promises to, devolves into such a conventional, paint-by- numbers disappointment.","75","272152"
"12808","I won't be able to talk anybody into or out of the Pirates of the Caribbean experience now, so I'll simply offer sage advice: Hit the bathroom just before it starts. To miss any five-minute chunk of this densely plotted trilogy-capper will leave you confused.","75","449088"
"12809","The special effects are scream-worthy, the gore is minimal and the humor has a folksy zing to it. [19 Jan 1990, p.1D]","75","100814"
"12810","Simon Curtis’ Woman in Gold is a shamelessly sentimental fictionalization of this true story, but it’s a fascinating story nonetheless, beautifully photographed and greatly elevated by a brilliant performance from the invaluable Helen Mirren.","75","2404425"
"12811","While the original movie benefited from narrative simplicity and an admirable lack of villains, this one paints the screen with too many characters and frequent diversions from the main story, but nevertheless serves up a bountiful and sugary feast for the 3-D-bespectacled eyes.","75","1646971"
"12812","A Simple Favor is a thriller that ticks likes a Timex, a precision exercise in button-pushing manipulation and a laugh out loud mystery that mocks its own manipulations, giggles at its own far-fetched twists.","75","7040874"
"12813","A thrilling pseudo-expose on the corrupt inner workings of covert organizations.","75","73802"
"12814","Does what good horror movies do: It taps into the baser emotions.","75","144814"
"12815","The devil may wear Prada, but Meryl wears the crown.","75","458352"
"12816","The conflicts are obviously real, but there is something about the tone that’s just off through most of the picture.","75","4622512"
"12817","Wind Chill is very much Blunt's show - there are no other major characters save Holmes - and she even gets to climb a telephone pole in her Prada heels. Brava!","75","486051"
"12818","True to its word, Scary Stories to Tell in the Dark delivers an entrancing thriller that explores the power of narratives with a few screams to boot.","75","3387520"
"12819","Last Flag Flying is colored by how time reshapes our sense of self, embracing some memories while occluding others, and the film ingeniously folds the viewer into a similar state of reflection and uncertainty about previous eras of false optimism about national values.","75","6018306"
"12820","Raimi's script is riotously deadpan, his compositions undeniably breathtaking and inventive. [6 March 2002]","75","83907"
"12821","When Team America works, it falls squarely into the category of guilty pleasure.","75","372588"
"12822","Angela Bassett is great as his strict, single mother; The soundtrack is great, of course, and the ending features moving archival footage of the streets of Brooklyn after Wallace's murder.","75","472198"
"12823","Eastwood keeps the tension humming from his director's chair and contributes a little too much comic relief, but gives Costner an eye-opening, image-shattering showcase that adds a sheen to his often-criticized acting career. [24 Nov 1993, p.6B]","75","107808"
"12824","It becomes a bleak comic spit into the face of organized religion, organized society, and even organized narrative.","75","93593"
"12825","A surprisingly effective satire on heavy metal, on horror films and on those forces who see both of those as immoral and destructive to American society. [29 Oct 1986, p.D15]","75","92112"
"12826","Frank Sinatra and his Clan knock over Vegas. [07 Dec 2001, p.C1]","75","54135"
"12827","Cluttered, improbable, brash, silly and over the top, the film is far more fun than it should be. [19 July 1996, p.D1]","75","116365"
"12828","The leads, who were born six weeks apart in 1937, have remarkable hare-and-tortoise chemistry.","75","825232"
"12829","Bullock, easing into her mid-40s with box-office mojo intact, remains the star attraction as the annoyingly endearing Mary. You simply can't imagine another actor of her stature pulling it off.","75","881891"
"12830","Subtle, neurotic and multi-layered, every scene in The Stunt Man is about multiple things at once. Paranoia, obviously, but also the stress of filmmaking and simply living.","75","81568"
"12831","During a summer with the usual transforming robots and young wizards, this chilly flick is a bit of a break, and there are worse options than letting this Orphan in the door.","75","1148204"
"12832","Rent isn't nearly as transporting a film as the Oscar-winning adaptation of ""Chicago,"" but its energies and passions compensate for a lot of its deficiencies.","75","294870"
"12833","That the would-be buddies are played by Harrison Ford and Brad Pitt ensures enough star power to keep things moving even during the sluggish early scenes that set up their relationship.","75","118972"
"12834","Sandlot is no ''Stand By Me'' -- it lacks the dramatic, us-vs.- them power of that popular '80s film. The look is simple, direct, often gimmicky with the big dog purposely overdone as a clunky animatronic figure. The movie is also a little long. But somehow its contrived tone and style become minor charms. You walk away feeling that perhaps people aren't as mean as the movies make them out to be these days and that maybe there's hope after all. Or at least there was in 1962. [7 Apr 1993, p.C1]","75","108037"
"12835","An unlovable movie. It's morally ambiguous, which means there's no real rooting interest. It's episodic, with the same kinds of episodes repeated over and over, so there's little sense of forward motion. It feels philosophically and politically confused, so there's no message to take from it.","75","408306"
"12836","The screenplay may have too many holes in it, but it gets a merit badge for the cleverness of its sarcastic dialogue, much of which is unprintable here. [13 Dec 1991, p.20]","75","102266"
"12837","My Cousin Vinny would have been a moderately funny movie in any case. But with Joe Pesci in the leading role, the movie escalates several notches to a rough-and-tumble, exciting comedy and proves that Pesci is one of the most versatile actors in the business. [19 Mar 1992, p.6E]","75","104952"
"12838","With his breathy, antic delivery, pouring out his heart in staccato bursts, Cusack puts a nice loop on the sensitive teen theme. For his is an upbeat, mature brand of sensitivity, the healthy kind that makes fine discriminations, not nasty judgments.","75","98258"
"12839","Throughout, the subtle glimpses of a couple’s lingering affection for one another complicate the bitterness of their separation.","75","7653254"
"12840","Rob Marshall's flawed but frequently dazzling Nine is a hot-blooded musical fantasia full of song, dance, raging emotion and simmering sexuality.","75","875034"
"12841","Cobb is an ironic and telling look at the machinery of myth-making and the chasm that can exist between image and reality. It is enriched by going further - into the impact on the relationship of two very different men. [13 Jan 1995, p.05]","75","109450"
"12842","An ecstatic sensory experience so overloaded it hardly matters that the narrative has been placed on a back burner.","75","163988"
"12843","A gripping, tautly-paced action flick that outdoes most of Hollywood's similar output. This is clear evidence that film quality often has little to do with a production's budget.","75","104815"
"12844","Black Rain is a brilliant visual tour de force wrapped around a fair suspense plot. The result is a movie that is so exciting to look at that you tend to forget that the story is rather hackneyed, except for the setting. [26 Sep 1989, p.3D]","75","96933"
"12845","It is not about whether the hero will get the girl. It is about whether the hero should get the girl, and when was the last time you saw a movie that even knew that could be the question?","75","94006"
"12846","The humor gets raunchy enough to earn the ""R"" rating, but in some ways, it's pretty tame, especially in the wake of ""The Hangover.""","75","815236"
"12847","Exceedingly well cast and assembled with flashy visuals and pacing by Harron, this period piece is diminished by its relative pointlessness.","75","144084"
"12848","A two hour aquatic pursuit pic with bruising stunts, fun-to-watch performances, a dozen good chortles and imposing Panavision renderings of post-apocalyptic crud, Waterworld clearly has the makings of a cult movie.","75","114898"
"12849","No doubt about it: Top Gun is going to be the hit that ""The Right Stuff"" should have been. They are not in the same class of films, but this much must be said: The aerial sequences in Top Gun are as thrilling -- while remaining coherent -- as any ever put on film.","75","92099"
"12850","Pet Sematary balances humor, drama, and horror believably while exploring the inner turmoil of a seemingly ordinary couple; though the script does not go far enough in establishing their new life and dodgy special effects hurt some scenes. Happily, the cast makes up for these flaws with great turns, lead by Jeté Laurence, whose performance is reason enough to watch the film.","75","837563"
"12851","Benton's version of The Human Stain feels under-energized and modest to a fault. Yet it still delivers a genuine sad sting.","75","308383"
"12852","If it all sometimes feels trapped in the amber of his intentions, Brooklyn still casts a quiet sort of spell: a meticulously, lovingly made mood piece, full of empathy for the ones who can’t speak — at least not always the way they want to — for themselves.","75","385887"
"12853","What makes The Anniversary Party intriguing is how close it cuts to the bone of reality--how we're teased to draw parallels between some of the characters and the actors who play them.","75","254099"
"12854","The devilishly clever script tries a lot of things. Not all of them work, but it's hard not to admire Whedon and Goddard for the attempts. This is definitely not your standard kids-get-slaughtered-by-zombies motion picture.","75","1259521"
"12855","The Conjuring, at points, is terrifying. Wan really understands how active, acrobatic camerawork can enhance the storytelling without breaking the fourth wall, a technique abused by today’s horror craftsmen.","75","1457767"
"12856","Ross's comedy isn't as inventive as ""The Truman Show,"" which it resembles in some ways, but it explores interesting ideas with nimble humor.","75","120789"
"12857","Even lacking the laughs and romance, he (Emmerich) has delivered an entertaining eye-roller of alternative history.","75","1521197"
"12858","It's a fantastic special effect because it doesn't look like a special effect: The movie sells the illusion that the suit could maybe, possibly, exist.","75","371746"
"12859","What’s fun is just watching Lopez and her supporting cast — including her real-life best friend Remini, Tony winner Annaleigh Ashford as her tightly wound coworker, and a loopy Charlyne Yi as her phobic new assistant — move through the scenes so easily.","75","2126357"
"12860","It's a soaring, crashing, blazing affair with pyrotechnic performances by real-life spouses Marc Anthony and Jennifer Lopez as Lavoe and his wife, Puchi. Like a plane disaster, it holds you in thrall of ¡ay, Dios mio! drama.","75","458522"
"12861","Prometheus is the antithesis of the ""big, dumb summer movie."" Its visuals and special effects can stand toe-to-toe with any of the season's spectacles, but are audiences ready for something with an intelligent, thought-provoking screenplay where the action is secondary? Prometheus is flawed, but stupidity cannot be numbered among its missteps.","75","1446714"
"12862","Everything in Ready Player One ties together into an action-packed, upbeat, hero’s journey that keeps the film moving along at a thrilling pace. While it’s not particularly emotional and I was disappointed by how many questions are left open by its shallow visits to the real world, it’s still a lot of fun.","75","1677720"
"12863","For Friday night this will do just fine. It's definitely a good matchup -- Stone's cynical bravado versus Berry's resilient spunkiness in a world-class cat fight.","75","327554"
"12864","The film is still a gripping experience, though, with its circling sharks, its sun-dappled beauty and its agonies of shattered hope. At one point I was convinced that Sandra Bullock would splash down next to our man in her space capsule and Hanks’ Maersk ship from “Captain Phillips” would steam by to pick up both of them.","75","2017038"
"12865","Tilda Swinton is the star of We Need to Talk About Kevin, and her performance is so complex and volcanic and transfixing that all of the film's flaws melt away.","75","1242460"
"12866","If its aim to inspire and educate inevitably leaves the movie feeling a little classroom-bound, Harriet is still an impassioned, edifying portrait of a remarkable life, and a fitting showcase for the considerable talents of its star, Tony-winning British actress Cynthia Erivo.","75","4648786"
"12867","As the style begins to wear out its welcome, the promise of a resolution and nifty twist keep things nimble. Like a well-crafted paperback, Search never commits the cardinal sin of being boring.","75","7668870"
"12868","The low-key approach probably gets closer to the soul of Leonard, but it lacks zip. As a result, Out of Sight sometimes runs out of gas.","75","120780"
"12869","It would really help to get into the right frame of mind before seeing The Time Traveler's Wife, because viewed from some angles - maybe most angles - the movie is ridiculous.","75","452694"
"12870","If nothing else, The Omega Man remains worth seeing for its remarkable shots of Heston wandering through an abandoned metropolis.","75","67525"
"12871","Even when informed by Douglas' characteristic intensity, Spartacus has no real identity apart from ""the common man""; at his side, the beautiful Jean Simmons is never anything more than Spartacus' chick - the proof that he's a manly man, as opposed to those mincing Roman aristocrats. Whatever Trumbo's progressive leanings, he was not past equating homosexuality with unspeakable evil and perversion.","75","54331"
"12872","Gets back the mood, the pleasure and even some of the freshness of its first installment.","75","413267"
"12873","The careful, strategic navigation of silence and noise is the film’s greatest asset, and when it explores this tension, and the way in which it impacts both the characters and monsters, the result is vibrant, urgent, and innovative.","75","6644200"
"12874","Still, that doesn’t detract too much from what Philomena manages to accomplish: a sober consideration of how ideals relate to institutions — whether they’re religions or political parties — anchored by two well-rounded, funny lead performances.","75","2431286"
"12875","Not only does Invictus tell a remarkable story of a remarkable man, but it also illustrates how sports can be a salve to a wounded community. And that's something New Orleanians can certainly appreciate.","75","1057500"
"12876","Not all of it works - and not all of it works the way the target audience of jacked-up young males might want it to - but the movie is hugely provocative fun, and I'm pretty sure that's on purpose.","75","442933"
"12877","Everett’s utterly fantastic performance as Wilde slightly exceeds his grasp as a first-time filmmaker.","75","2404639"
"12878","In trash as in art there is no accounting for taste, and reader, I cherished this movie in all of its lurid glory.","75","348836"
"12879","Vast, beautiful and meticulously detailed.","75","499549"
"12880","De Palma makes us sweat; slow, quiet scenes are as nerve-bending as occasional explosions and the final, frantic battle. He calls himself a director for hire on projects such as this and ""The Untouchables,"" where he has little input before shooting. But his skill at maintaining tension is his main asset, and he uses it to the max here. [24 May 1996, p.1E]","75","117060"
"12881","Kick-Ass is some kind of twisted fun.","75","1250777"
"12882","The slightly overdone feeling of the photography, the archly evocative acting and Cliff Martinez's music also impart a sly sense of the absurd. Kafka recalls the old joke that reminds us that even paranoids have enemies. [12 Feb. 1992, p.C07]","75","102181"
"12883","Damon, starring in his first full-fledged action pic, brings a determined bearing and believability to the proceedings.","75","258463"
"12884","Suspiria is as striking and severe as the director’s “Call Me by Your Name,” the best film of 2017, was warm and welcoming.","75","1034415"
"12885","With tightly controlled performances and uniquely eccentric events, The Beaver is mainly undone by the lack of a satisfying outcome.","75","1321860"
"12886","King Kong makes clear that Jackson has no contemporary peer when it comes to outsized, transporting fantasies that enchant in an era when special effects have become white noise.","75","360717"
"12887","This is a ride, a video game, a soundtrack -- unapologetic and clearly labeled as such. It has no middle speed.","75","306685"
"12888","So good in so many of its parts that there's a temptation to forgive it when it goes wrong. But it does go wrong, insisting on making larger points than its story really should carry, so that at the end, the human qualities of the characters get lost in the significance of it all. And yet there are those moments of brilliance.","75","73486"
"12889","The film is filled with scenes about scrappy, cut-and-paste filmmaking, and the movie-within-a-movie that drives the plot also ends up as the centerpiece of the hugely affecting final scenes.","75","845046"
"12890","Intelligent, scary (scorpions! lots of scorpions!) and full of the possibilities of scientific fact taken to far-reaching (but credible) extremes, The Arrival delivers more bang for the buck than its high-profile multiplex-mates. [31 May 1996, p.3]","75","115571"
"12891","This is a decidedly blue-state take on a red-state phenomenon.","75","415306"
"12892","With his trademark spare, unfussy direction and jumping into the story approach, Eastwood subtly establishes the themes of faith, loss and love and then he raises the drama to a different level.","75","405159"
"12893","Want your skin to crawl? This one's for you.","75","310357"
"12894","The Avengers is neither overwhelming nor underwhelming. What it expertly is, is whelming.","75","848228"
"12895","Directed by Marielle Heller, Can You Ever Forgive Me? has its funny moments—Richard E. Grant proves to be a sublime comic partner as Jack Hock, a fellow alcoholic who gets roped into Lee’s scheme—but mostly the movie is immensely sad, the story of a woman who deep down desires companionship but just isn’t wired to accept it.","75","4595882"
"12896","Hills is a far cry from its cheesy and predictable predecessor. ""Gruesome"" doesn't begin to describe the horrors that are revealed on-screen here.","75","454841"
"12897","Barton Fink has an atmosphere of languid comic anxiety (it's like a cross between ""Eraserhead"" and ""Angel Heart""), and it's fun to watch, if only because you have no idea what's coming next.","75","101410"
"12898","Loaded with fine performances, traffics in audacious images and generally comports itself with a great deal more grace and gravitas than most movies with roots in fantastic themes.","75","120903"
"12899","A true amalgam of creative forces individually pooling their studio-contract talents like a hive of bees.","75","32138"
"12900","The film smuggles some surprisingly bleak existential questioning inside a brightly comedic vehicle.","75","9484998"
"12901","Death at a Funeral does what a good comedy is supposed to do: generate laughter. The humor gradient is lopsided - the second half, which builds comedic momentum, is significantly funnier than the first half, which is mostly set-up. Still, any such unevenness aside, the overall impression is one of enjoyability.","75","1321509"
"12902","Ferrell is effortlessly uproarious. And watching hardass Wahlberg, in his first starring shot at farce, shake his sillies out is not to be missed.","75","1386588"
"12903","As rigorous and stimulating as its thematic inquiries are, A Dangerous Method ultimately rests as much on its performances, and in that regard, it succeeds far more than it fails.","75","1571222"
"12904","The Coen brothers have never really accepted the idea that a movie has to have a plot. Offbeat characters, sure. Oblique dialogue that sounds meaningful and occasionally is so, absolutely. Eye-catching cinematography and a subtle, mood-reinforcing soundtrack, no question. Irony layered on thickly as cheese in good lasagna, yes. But a narrative that makes sense from end to end? Well, one doesn't have room for everything.","75","477348"
"12905","For movie fans who despair of the state of American cinema, the in-jokes are hilarious.","75","173716"
"12906","One of those movies you like more at the time than in retrospect.","75","1197624"
"12907","Fast-paced and witty, this is Chase's best solo venture to date, and will hold almost anyone's attention for its well-edited 98 minutes. Chase underplays his wackier moments to great effect, though he isn't always quite as funny as he thinks he is. (He also isn't the next Cary Grant, which he seems to believe as well.)","75","89155"
"12908","Loses something when it depends on its computer-generated creatures to carry the story. The effects are a mile above the previous Hulk film, but there's still a certain awkwardness to some movements, and an odd lack of definition to the massive muscles that makes them seem like gelatinous sacks of meat.","75","800080"
"12909","This is a movie about draining, tenderizing and chopping up the audience emotionally.","75","364569"
"12910","Although he’s made his most narratively entertaining movie in years, the filmmaker often still privileges polemical discourse over drama, grinding things to a halt for minutes-long speeches—he’s not so different from Godard in that way—and sometimes getting rather on-the-nose with the already exceptionally apparent contemporary echoes.","75","7349662"
"12911","Jane Austen's deeply ironic novel loses some of its bite but little of its beauty in Emma Thompson's screen adaptation, which is fetchingly photographed and capably acted by Kate Winslet and Hugh Grant, among others.","75","114388"
"12912","Whannell strikes out on his own with his first truly original concept as a writer-director...in a film whose production is as ambitious as its story is formulaic. Thankfully, the former mostly compensates for the latter, making Upgrade a genre-bending summer treat for those who don’t mind a little (okay, a lot) of blood with their popcorn.","75","6499752"
"12913","The Hunger Games is more notable for the holes it doesn't fall into than the great heights it reaches.","75","1392170"
"12914","Amadeus needs an additional 20 minutes running time like ""The Magic Flute"" needs a drum solo. Though the production is gussied up with more frills and decoration than a Viennese dessert trolley, Forman is generally workmanlike in his visual style and very uneven with his handling of actors.","75","86879"
"12915","A slickly made, shoot-'em-up sci-fi fantasia, it stands for the proposition that, inside the most staid local theater, there is a drive-in yearning to be free. [29 Oct 1984, p.B4]","75","88247"
"12916","Though the plot has a few too many holes in it, the sheer fun of RockNRolla makes it easy to overlook such quibbles. Butler will make you forget all about ""Sparta.""","75","1032755"
"12917","A wickedly funny, Naked Gun-style parody that conflates old-style private-eye pics with Shaft and, yes, Rudolph, the Red-Nosed Reindeer.","75","317640"
"12918","The film isn't as concerned with terrifying you as it is with showing you a good time, culminating with an over-the-top climax that is simultaneously utterly ridiculous and enjoyable.","75","1262416"
"12919","Much of this movie seems like a retread of Jurassic Park (with a little King Kong thrown in at the end), not because director Steven Spielberg is intentionally copying himself, but because there's really not much more that he can do with the premise.","75","119567"
"12920","So what we have is a movie that will make at least two important groups happy. New Orleans boosters can cheer Green Lantern for its local roots and for the possibility that the inevitable future installments could return to town. And the purists can cheer, knowing that Campbell and crew have done Green Lantern justice.","75","1133985"
"12921","This isn't one of Burton's best, but it has zealous energy. It might have been too macabre for kids in past, but kids these days, they've seen it all, and the charm of a boy and his dog retains its appeal.","75","1142977"
"12922","More often than not laugh-out-loud hilarious.","75","478311"
"12923","A solid, satisfying movie.","75","978759"
"12924","A handsome film, an earnest film, a film with taste in music and photography and a real sense of intelligence. But too often it feels like an exercise. And even when you're impressed by it, you know you're being played.","75","783233"
"12925","Presented the usual way, the film would be enchanting. In 3-D, however, Coraline is completely engrossing. Selick uses the technique brilliantly to enhance the comedy and horror that mingle in his more ""family-friendly"" version of Gaiman's dark story.","75","327597"
"12926","In the Mouth of Madness may leave your spine a little short on tingle (any amount of irony always dissipates the scares), but it compensates by neither insulting your grey matter nor sparing your funny bone. In a genre more brain-dead than not, that's an awfully attractive trade-off. [03 Feb 1995]","75","113409"
"12927","Earthlings beware: The dialogue and characters have less weight than bodies freed from gravity's grip.","75","183523"
"12928","It may not include every nuance of the graphic novel, but it captures as much as any adaptation could -- which may not satisfy the fanboys, but it's probably more than enough for everyone else.","75","409459"
"12929","A demented and often-uproarious class-conscious satire, Parasite falls slightly short of Bong’s greatest work.","75","6751668"
"12930","A simple courtroom drama that never betrays its convictions, the film is a basic but bitterly urgent reminder that history is far more fluid than fact, a garden that must be tended to at all times lest it wither and grow weeds.","75","4645330"
"12931","If Out of Africa falls short of greatness, its fault lies in the politeness of one and all. Except for a brief argument between Streep and Redford, everyone remains deucedly civil. You find yourself hoping that someone - anyone - would just stand up and yell. [30 Dec 1985]","75","89755"
"12932","Crystal is such a panic - and normally uptight Patinkin is so attractively relaxed as a Spanish swordsman - that Bride's charms just can't be ignored. [25 Sept 1987]","75","93779"
"12933","Custody doesn’t do much more than plunge the audience into this hellish situation, but it shrewdly understands the bad dad’s pathetic pathology, and the film may resonate for anyone who’s grown up under the unhealthy supervision of a mean bastard. Take that as a sobering recommendation.","75","6002232"
"12934","The inevitable disappointing CinemaScore exit polls aside, it’s worth seeing — if you don’t mind a little insanity in escapism that offers no escape, only the promise of a new fairy tale on another page.","75","5109784"
"12935","The movie's few false notes come from Lumet's script, which can be overly explanatory. Because Demme is opting for present-tense realism, the characters are forced to fill us in on who did what when to whom, why, and how.","75","1084950"
"12936","As luscious as the filmmaking craft here is, it lacks the rude vitality, the unpredictability, the pure American craziness of the films that should have won him (Scorsese) the Oscar: ""Mean Streets,"" ""Taxi Driver,"" ""Raging Bull,"" and ""GoodFellas.""","75","338751"
"12937","The film ultimately succeeds in offering a fresh female-centered perspective on its genre material.","75","3958780"
"12938","Has its cheesy moments but it's bolstered by interesting performances and a final scene not typical of a mainstream movie. Though no ""Fatal Attraction,"" Unfaithful nevertheless is an interesting and worthy film.","75","250797"
"12939","Features some of the best fight and chase footage you'll see all summer.","75","356910"
"12940","(Craven) and his Scream dream team have done a frightfully good job of killing off and wrapping up the popular horror series.","75","134084"
"12941","There are some virtuoso moments (the discovery of the mutilated corpse is extremely well done and blessedly ungraphic), but overall the result is much less than prime De Palma.","75","387877"
"12942","La La Land is magically in tune with its reference points even as falls a few notes short of their greatness.","75","3783958"
"12943","What is undeniably good about Rocky V is that our working-class hero returns to the grimy neighborhood from which he sprang. Seeing a more slender, ""street"" Rocky is a refreshing change of pace from the muscle-bound champ of Parts 3 and 4. [16 Nov 1990, p.C]","75","100507"
"12944","While the movie runs too long and the message grows thin, it’s a sturdy window into the corruption of the judicial process that can send an innocent black man to death row.","75","4916630"
"12945","The story raises hard moral questions relating to the relative value of human lives and the overwhelming debt that may be felt by those who benefit when others sacrifice. But the movie falls short of excellence because it doesn't so much explore these issues as finesse them in an action-filled climax.","75","120815"
"12946","It's almost a great movie. For half of its running time, Anderson maintains a distinct and arresting tone of vague absurdity, and then he loses control and the film begins to dip into silliness. Individual scenes become labored. Yet even at its worst, The Life Aquatic is always interesting -- there's really nothing else like it.","75","362270"
"12947","Much less mawkish and predictable than you might expect.","75","191754"
"12948","If the formula seems a little tired, it still has more sophistication and pizzazz than most action films.","75","120347"
"12949","Has there been a more upfront title since “Snakes on a Plane”?","75","1231587"
"12950","The abundance of visual and verbal wit here ensures that the pleasure of watching Snatch need not be guilty.","75","208092"
"12951","Despite its shortcomings, The World's End glistens with a comedic energy not present in equivalent mainstream blockbusters.","75","1213663"
"12952","Still packs an entertaining punch with its blend of old-movie formulas, new-age philosophies, and video-game visuals. A small amount of new material, added for the 20th-anniversary reissue, is fun to look for but doesn't make much difference to the story or its impact. [Special Edition]","75","76759"
"12953","It's safe, and it's smart, and even though it's lightweight compared to ""Boyz"" and bound to disappoint a lot of Singleton's admirers, Justice demonstrates that Singleton is more than a one-shot wonder. [23 Jul 1993]","75","107840"
"12954","Nolan's strong suits are maniacal schemers and moody character-driven intrigue, both of which make The Dark Knight a sleek (if, at close to three hours, somewhat distended) detective story.","75","468569"
"12955","Considering this is a remake of a superior 1997 Norwegian film, director Christopher Nolan doesn’t create anything nearly as inventive as his Memento, but at least Insomnia is expertly conventional.","75","278504"
"12956","Shot by Charles Lang, one of the greatest American cinematographers to ever live, Charade is some sort of miraculous entertainment, self-aware and self-parodying yet never distancing or detached. Hepburn is the audience’s funny and flighty proxy, allowing us the great pleasure of being seduced by Grant’s unpredictable charmer.","75","56923"
"12957","A couple of scenes directly reference the Iraq war and the Holocaust (where the humans are herded into cattle cars), and this is taking things much too seriously. This is a big blow-'em-up franchise movie. It should not under any circumstances be confused with a Statement.","75","438488"
"12958","One of the most intelligent and terrifying horror films of the 1980s.","75","87800"
"12959","Matsoukas’ fast and furious filmmaking doesn’t always click, but it always crackles with purpose, refashioning the lovers-on-the-lam trope into an emotional black-lives-matter lament, and it deserves to be met on those terms.","75","8722346"
"12960","Solaris, an exploration of outer space and inner anguish, reminds us that science fiction can embrace adult ideas and human drama as well as technology and futuristic action.","75","307479"
"12961","Hook never reaches Nirvana. It doesn't grab the audience, fling it into another world and make people forget where they parked their cars. But it does leave the viewer with a glow, and along the way it has magical moments, even if it's not fully magical as a whole. [11 Dec. 1991, p.E1]","75","102057"
"12962","Pain And Glory has are some beautiful passages ... What’s missing from the movie is any real sense of danger or subversion—qualities that used to basically define this once-radical filmmaker’s work.","75","8291806"
"12963","Downbeat, depressing and heavy as lead, Calvary is nevertheless an unusual film that never bores. Impeccable performances by Chris O’Dowd, Aiden Gillen, M. Emmett Walsh and Kelly Reilly are riveting. And Mr. Gleeson is a bear-like centerpiece of conflicts and contradictions who anchors the floating pieces of the Irish puzzle in faith and doctrine, while mercifully refusing to sermonize.","75","2234003"
"12964","If movies were still silent, Girl With a Pearl Earring would be a near-masterpiece.","75","335119"
"12965","Formulaic, and at times a bit Sundance-by-numbers, it's still hard to deny that the charms of St. Vincent work even if you clearly can see the narrative machinery moving.","75","2170593"
"12966","This is a violent film. It's rougher, in fact, than ""The Hunger Games.""","75","1735898"
"12967","Fallen Angels is proof that Wong will try anything, and the result is an eclectic mix of images and disjointed editing, sounds and rhythms that are at times as powerful as any piece of filmmaking likely to be seen all year. It can also, every once in awhile, be tedious and trying.","75","112913"
"12968","You have never seen a movie quite like this one.","75","383028"
"12969","Aster displays proficient skill in eerie tone-setting, elaborate production design, and the type of scares that will leave a pervasive imprint on the mind, even if the underlying mythology gets over-complicated by the finale.","75","7784604"
"12970","Rush hits a few potholes, but in the end it reveals the psyches of two men who only feel alive when they're cheating death.","75","1979320"
"12971","An extremely funny movie, and this is coming from someone who barely cracked a smile during ``Friday,'' the first installment of this franchise.","75","195945"
"12972","In Mimic, director Guillermo Del Toro has created a dark, grotesque world that's hard to look at, and impossible to stop looking at.","75","119675"
"12973","A lark from start to finish. [1 July 1987]","75","93260"
"12974","More entertaining than Mission: Impossible or the last Bond film, Goldeneye, it brings back the humour and sang-froid that makes the genre work.","75","120053"
"12975","Rousing in spirit, surprisingly emotional and visually dynamic, filmmaker Ryan Coogler’s first studio movie, Creed, is a worthy successor to the best of the “Rocky” movies and proves the young director is the real deal.","75","3076658"
"12976","A well-made movie. I cared about the characters. I felt for them. Liberate them from the plot's destiny, which is an anvil around their necks, and you might have something.","75","1403981"
"12977","This is a movie that knows it is absurd, and does little to deny it.","75","118880"
